 0.29914999E+01  0.14999300E+02  0.23585999E+01
 0.43594999E+01  0.14999300E+02  0.23585999E+01
 0.57275000E+01  0.14999300E+02  0.23585999E+01
 0.70955000E+01  0.14999300E+02  0.23585999E+01
 0.84635000E+01  0.14999300E+02  0.23585999E+01
 0.98315001E+01  0.14999300E+02  0.23585999E+01
 0.11199500E+02  0.14999300E+02  0.23585999E+01
 0.12567500E+02  0.14999300E+02  0.23585999E+01
 0.13935500E+02  0.14999300E+02  0.23585999E+01
 0.15303500E+02  0.14999300E+02  0.23585999E+01
 0.16671501E+02  0.14999300E+02  0.23585999E+01
 0.18039501E+02  0.14999300E+02  0.23585999E+01
 0.19407501E+02  0.14999300E+02  0.23585999E+01
 0.20775501E+02  0.14999300E+02  0.23585999E+01
 0.22143501E+02  0.14999300E+02  0.23585999E+01
 0.23511501E+02  0.14999300E+02  0.23585999E+01
 0.24879501E+02  0.14999300E+02  0.23585999E+01
 0.26247501E+02  0.14999300E+02  0.23585999E+01
 0.27615501E+02  0.14999300E+02  0.23585999E+01
 0.28983501E+02  0.14999300E+02  0.23585999E+01
 0.30351501E+02  0.14999300E+02  0.23585999E+01
 0.31719501E+02  0.14999300E+02  0.23585999E+01
 0.33087502E+02  0.14999300E+02  0.23585999E+01
 0.34455502E+02  0.14999300E+02  0.23585999E+01
 0.35823502E+02  0.14999300E+02  0.23585999E+01
 0.37191502E+02  0.14999300E+02  0.23585999E+01
 0.38559502E+02  0.14999300E+02  0.23585999E+01
 0.39927502E+02  0.14999300E+02  0.23585999E+01
 0.41295502E+02  0.14999300E+02  0.23585999E+01
 0.42663502E+02  0.14999300E+02  0.23585999E+01
 0.44031502E+02  0.14999300E+02  0.23585999E+01
 0.45399502E+02  0.14999300E+02  0.23585999E+01
 0.46767502E+02  0.14999300E+02  0.23585999E+01
 0.48135502E+02  0.14999300E+02  0.23585999E+01
 0.49503502E+02  0.14999300E+02  0.23585999E+01
 0.50871502E+02  0.14999300E+02  0.23585999E+01
 0.52239502E+02  0.14999300E+02  0.23585999E+01
 0.53607502E+02  0.14999300E+02  0.23585999E+01
 0.54975502E+02  0.14999300E+02  0.23585999E+01
 0.56343502E+02  0.14999300E+02  0.23585999E+01
 0.57711502E+02  0.14999300E+02  0.23585999E+01
 0.59079502E+02  0.14999300E+02  0.23585999E+01
 0.60447502E+02  0.14999300E+02  0.23585999E+01
 0.61815502E+02  0.14999300E+02  0.23585999E+01
 0.63183502E+02  0.14999300E+02  0.23585999E+01
 0.64551498E+02  0.14999300E+02  0.23585999E+01
 0.65919502E+02  0.14999300E+02  0.23585999E+01
 0.67287506E+02  0.14999300E+02  0.23585999E+01
 0.68655502E+02  0.14999300E+02  0.23585999E+01
 0.70023499E+02  0.14999300E+02  0.23585999E+01
 0.35139999E+01  0.38474998E+02  0.23585999E+01
 0.48820000E+01  0.38474998E+02  0.23585999E+01
 0.62500000E+01  0.38474998E+02  0.23585999E+01
 0.76180000E+01  0.38474998E+02  0.23585999E+01
 0.89860001E+01  0.38474998E+02  0.23585999E+01
 0.10354000E+02  0.38474998E+02  0.23585999E+01
 0.11722000E+02  0.38474998E+02  0.23585999E+01
 0.13090000E+02  0.38474998E+02  0.23585999E+01
 0.14458000E+02  0.38474998E+02  0.23585999E+01
 0.15826000E+02  0.38474998E+02  0.23585999E+01
 0.17194000E+02  0.38474998E+02  0.23585999E+01
 0.18562000E+02  0.38474998E+02  0.23585999E+01
 0.19930000E+02  0.38474998E+02  0.23585999E+01
 0.21298000E+02  0.38474998E+02  0.23585999E+01
 0.22666000E+02  0.38474998E+02  0.23585999E+01
 0.24034000E+02  0.38474998E+02  0.23585999E+01
 0.25402000E+02  0.38474998E+02  0.23585999E+01
 0.26770000E+02  0.38474998E+02  0.23585999E+01
 0.28138000E+02  0.38474998E+02  0.23585999E+01
 0.29506001E+02  0.38474998E+02  0.23585999E+01
 0.30874001E+02  0.38474998E+02  0.23585999E+01
 0.32242001E+02  0.38474998E+02  0.23585999E+01
 0.33610001E+02  0.38474998E+02  0.23585999E+01
 0.34978001E+02  0.38474998E+02  0.23585999E+01
 0.36346001E+02  0.38474998E+02  0.23585999E+01
 0.37714001E+02  0.38474998E+02  0.23585999E+01
 0.39082001E+02  0.38474998E+02  0.23585999E+01
 0.40450001E+02  0.38474998E+02  0.23585999E+01
 0.41818001E+02  0.38474998E+02  0.23585999E+01
 0.43186001E+02  0.38474998E+02  0.23585999E+01
 0.44554001E+02  0.38474998E+02  0.23585999E+01
 0.45922001E+02  0.38474998E+02  0.23585999E+01
 0.47290001E+02  0.38474998E+02  0.23585999E+01
 0.48658001E+02  0.38474998E+02  0.23585999E+01
 0.50026001E+02  0.38474998E+02  0.23585999E+01
 0.51394001E+02  0.38474998E+02  0.23585999E+01
 0.52762001E+02  0.38474998E+02  0.23585999E+01
 0.54130001E+02  0.38474998E+02  0.23585999E+01
 0.55498001E+02  0.38474998E+02  0.23585999E+01
 0.56866001E+02  0.38474998E+02  0.23585999E+01
 0.58234001E+02  0.38474998E+02  0.23585999E+01
 0.59602001E+02  0.38474998E+02  0.23585999E+01
 0.60970001E+02  0.38474998E+02  0.23585999E+01
 0.62338001E+02  0.38474998E+02  0.23585999E+01
 0.63706001E+02  0.38474998E+02  0.23585999E+01
 0.65074005E+02  0.38474998E+02  0.23585999E+01
 0.66442001E+02  0.38474998E+02  0.23585999E+01
 0.67810005E+02  0.38474998E+02  0.23585999E+01
 0.69178001E+02  0.38474998E+02  0.23585999E+01
 0.70545998E+02  0.38474998E+02  0.23585999E+01
 0.35307000E+01  0.60888699E+02  0.23585999E+01
 0.48986998E+01  0.60888699E+02  0.23585999E+01
 0.62666998E+01  0.60888699E+02  0.23585999E+01
 0.76346998E+01  0.60888699E+02  0.23585999E+01
 0.90026999E+01  0.60888699E+02  0.23585999E+01
 0.10370700E+02  0.60888699E+02  0.23585999E+01
 0.11738700E+02  0.60888699E+02  0.23585999E+01
 0.13106700E+02  0.60888699E+02  0.23585999E+01
 0.14474700E+02  0.60888699E+02  0.23585999E+01
 0.15842700E+02  0.60888699E+02  0.23585999E+01
 0.17210701E+02  0.60888699E+02  0.23585999E+01
 0.18578701E+02  0.60888699E+02  0.23585999E+01
 0.19946701E+02  0.60888699E+02  0.23585999E+01
 0.21314701E+02  0.60888699E+02  0.23585999E+01
 0.22682701E+02  0.60888699E+02  0.23585999E+01
 0.24050701E+02  0.60888699E+02  0.23585999E+01
 0.25418701E+02  0.60888699E+02  0.23585999E+01
 0.26786701E+02  0.60888699E+02  0.23585999E+01
 0.28154701E+02  0.60888699E+02  0.23585999E+01
 0.29522701E+02  0.60888699E+02  0.23585999E+01
 0.30890701E+02  0.60888699E+02  0.23585999E+01
 0.32258701E+02  0.60888699E+02  0.23585999E+01
 0.33626701E+02  0.60888699E+02  0.23585999E+01
 0.34994701E+02  0.60888699E+02  0.23585999E+01
 0.36362701E+02  0.60888699E+02  0.23585999E+01
 0.37730701E+02  0.60888699E+02  0.23585999E+01
 0.39098701E+02  0.60888699E+02  0.23585999E+01
 0.40466702E+02  0.60888699E+02  0.23585999E+01
 0.41834702E+02  0.60888699E+02  0.23585999E+01
 0.43202702E+02  0.60888699E+02  0.23585999E+01
 0.44570702E+02  0.60888699E+02  0.23585999E+01
 0.45938702E+02  0.60888699E+02  0.23585999E+01
 0.47306702E+02  0.60888699E+02  0.23585999E+01
 0.48674702E+02  0.60888699E+02  0.23585999E+01
 0.50042702E+02  0.60888699E+02  0.23585999E+01
 0.51410702E+02  0.60888699E+02  0.23585999E+01
 0.52778702E+02  0.60888699E+02  0.23585999E+01
 0.54146702E+02  0.60888699E+02  0.23585999E+01
 0.55514702E+02  0.60888699E+02  0.23585999E+01
 0.56882702E+02  0.60888699E+02  0.23585999E+01
 0.58250702E+02  0.60888699E+02  0.23585999E+01
 0.59618702E+02  0.60888699E+02  0.23585999E+01
 0.60986702E+02  0.60888699E+02  0.23585999E+01
 0.62354702E+02  0.60888699E+02  0.23585999E+01
 0.63722702E+02  0.60888699E+02  0.23585999E+01
 0.65090698E+02  0.60888699E+02  0.23585999E+01
 0.66458702E+02  0.60888699E+02  0.23585999E+01
 0.67826706E+02  0.60888699E+02  0.23585999E+01
 0.69194702E+02  0.60888699E+02  0.23585999E+01
 0.70562698E+02  0.60888699E+02  0.23585999E+01
